,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,cLI,Streak,Orig. Scheduled,Year
59,"Tuesday, Jun 4",STL,Home,CIN,L,1.0,4.0,9.0,30-29,3.0,3.0,Castillo,Cabrera,Iglesias,2:56,N,1.11,-1,,2019
60,"Thursday, Jun 6",STL,Home,CIN,W,3.0,1.0,9.0,31-29,3.0,2.5,Gant,Lorenzen,Hicks,2:58,D,1.09,1,,2019
61,"Friday, Jun 7",STL,@,CHC,L,1.0,3.0,9.0,31-30,3.0,3.5,Hamels,Mikolas,Strop,2:39,D,1.27,-1,,2019
62,"Saturday, Jun 8",STL,@,CHC,L,4.0,9.0,9.0,31-31,3.0,4.5,Lester,Brebbia,None,3:27,N,1.21,-2,,2019
63,"Sunday, Jun 9",STL,@,CHC,L,1.0,5.0,9.0,31-32,3.0,5.5,Hendricks,Wainwright,Strop,2:48,N,1.10,-3,,2019
64,"Monday, Jun 10",STL,@,MIA,W,4.0,1.0,9.0,32-32,3.0,5.0,Wacha,Alcantara,Hicks,2:49,N,.80,1,,2019
65,"Tuesday, Jun 11",STL,@,MIA,W,7.0,1.0,9.0,33-32,3.0,4.0,Hudson,Hernández,None,3:12,N,.87,2,,2019
66,"Wednesday, Jun 12",STL,@,MIA,L,0.0,9.0,9.0,33-33,3.0,5.0,Yamamoto,Mikolas,None,2:34,N,1.00,-1,,2019
67,"Thursday, Jun 13",STL,@,NYM,W,5.0,4.0,10.0,34-33,3.0,4.5,Martínez,Díaz,Hicks,3:02,N,.93,1,,2019
68,"Friday, Jun 14",STL,@,NYM,W,9.0,5.0,9.0,35-33,3.0,3.5,Gant,Familia,None,3:05,N,1.00,2,,2019
69,"Saturday, Jun 15",STL,@,NYM,L,7.0,8.0,9.0,35-34,3.0,3.5,Syndergaard,Wacha,Díaz,3:33,N,1.13,-1,,2019
70,"Sunday, Jun 16",STL,@,NYM,W,4.0,3.0,9.0,36-34,3.0,3.5,Miller,Flexen,Martínez,3:09,D,1.10,1,,2019
71,"Monday, Jun 17",STL,Home,MIA,W,5.0,0.0,9.0,37-34,3.0,2.5,Mikolas,Hernández,None,2:39,N,1.12,2,,2019
72,"Tuesday, Jun 18",STL,Home,MIA,L,0.0,6.0,9.0,37-35,3.0,2.5,Yamamoto,Flaherty,None,2:43,N,1.17,-1,,2019
73,"Wednesday, Jun 19",STL,Home,MIA,W-wo,2.0,1.0,11.0,38-35,3.0,2.0,Gant,Conley,None,3:34,N,1.17,1,,2019
74,"Thursday, Jun 20",STL,Home,MIA,L,6.0,7.0,11.0,38-36,3.0,3.0,García,Miller,Romo,4:31,N,1.22,-1,,2019
75,"Friday, Jun 21",STL,Home,LAA,W,5.0,1.0,9.0,39-36,3.0,2.0,Wacha,Canning,None,3:24,N,1.15,1,,2019
76,"Saturday, Jun 22",STL,Home,LAA,W,4.0,2.0,9.0,40-36,3.0,1.0,Hudson,Peña,Webb,2:59,D,1.24,2,,2019
77,"Sunday, Jun 23",STL,Home,LAA,L,4.0,6.0,9.0,40-37,3.0,2.0,Skaggs,Mikolas,None,3:42,N,1.36,-1,,2019
78,"Tuesday, Jun 25",STL,Home,OAK,L,3.0,7.0,9.0,40-38,3.0,2.5,Wendelken,Flaherty,None,3:28,N,1.20,-2,,2019
79,"Wednesday, Jun 26",STL,Home,OAK,L,0.0,2.0,9.0,40-39,3.0,2.5,Mengden,Wainwright,Hendriks,2:46,N,1.19,-3,,2019
80,"Friday, Jun 28",STL,@,SDP,L,1.0,3.0,9.0,40-40,3.0,3.0,Quantrill,Wacha,Yates,2:49,N,1.17,-4,,2019
81,"Saturday, Jun 29",STL,@,SDP,L,2.0,12.0,9.0,40-41,3.0,4.0,Paddack,Hudson,None,3:05,N,1.09,-5,,2019
82,"Sunday, Jun 30",STL,@,SDP,W,5.0,3.0,11.0,41-41,3.0,3.0,Martínez,Wieck,Leone,4:07,D,.99,1,,2019
83,"Tuesday, Jul 2",STL,@,SEA,L,4.0,5.0,9.0,41-42,3.0,3.5,Adams,Gallegos,Elías,3:18,N,1.06,-1,,2019
84,"Wednesday, Jul 3",STL,@,SEA,W,5.0,2.0,9.0,42-42,3.0,2.5,Brebbia,Adams,None,2:58,N,1.01,1,,2019
85,"Thursday, Jul 4",STL,@,SEA,W,5.0,4.0,9.0,43-42,3.0,1.5,Ponce de Leon,Milone,Martínez,2:45,D,1.12,2,,2019
86,"Friday, Jul 5",STL,@,SFG,W,9.0,4.0,9.0,44-42,3.0,1.5,Hudson,Pomeranz,None,3:23,N,1.25,3,,2019
87,"Saturday, Jul 6",STL,@,SFG,L,4.0,8.0,9.0,44-43,3.0,2.0,Dyson,Mikolas,None,3:13,N,1.35,-1,,2019
88,"Sunday, Jul 7",STL,@,SFG,L,0.0,1.0,9.0,44-44,3.0,2.0,Samardzija,Flaherty,Smith,2:19,D,1.24,-2,,2019
89,"Friday, Jul 12",STL,Home,ARI,L,2.0,4.0,9.0,44-45,3.0,3.0,Ray,Miller,Holland,2:56,N,1.22,-3,,2019
90,"Saturday, Jul 13",STL,Home,ARI,W,4.0,2.0,9.0,45-45,3.0,3.0,Hudson,Kelly,Martínez,3:04,N,1.16,1,,2019
91,"Sunday, Jul 14",STL,Home,ARI,W,5.0,2.0,9.0,46-45,3.0,3.0,Wainwright,Greinke,Martínez,2:52,D,1.18,2,,2019
92,"Monday, Jul 15",STL,Home,PIT,W,7.0,0.0,9.0,47-45,2.0,2.0,Mikolas,Musgrove,None,3:00,N,1.33,3,,2019
93,"Tuesday, Jul 16",STL,Home,PIT,L,1.0,3.0,9.0,47-46,3.0,3.0,Liriano,Martínez,Vazquez,3:04,N,1.49,-1,,2019
94,"Wednesday, Jul 17",STL,Home,PIT,W,6.0,5.0,9.0,48-46,3.0,3.0,Brebbia,Liriano,Martínez,3:11,D,1.30,1,,2019
95,"Thursday, Jul 18",STL,@,CIN,W,7.0,4.0,9.0,49-46,3.0,2.5,Hudson,Stephenson,Miller,3:17,N,1.41,2,,2019
96,"Friday, Jul 19",STL,@,CIN,W,12.0,11.0,9.0,50-46,2.0,2.5,Wacha,Hughes,Martínez,3:49,N,1.44,3,,2019
97,"Saturday, Jul 20",STL,@,CIN,L,2.0,3.0,9.0,50-47,3.0,3.5,Garrett,Mikolas,Lorenzen,2:36,N,1.49,-1,,2019
98,"Sunday, Jul 21",STL,@,CIN,W,3.0,1.0,9.0,51-47,3.0,2.5,Gallegos,DeSclafani,Martínez,3:22,D,1.40,1,,2019
99,"Monday, Jul 22",STL,@,PIT,W,6.0,5.0,10.0,52-47,2.0,1.5,Shreve,Holmes,Martínez,4:05,N,1.52,2,,2019
100,"Tuesday, Jul 23",STL,@,PIT,W,4.0,3.0,9.0,53-47,2.0,0.5,Hudson,Archer,Miller,2:46,N,1.61,3,,2019
101,"Wednesday, Jul 24",STL,@,PIT,W,14.0,8.0,9.0,54-47,2.0,0.5,Wainwright,Lyles,None,3:17,N,1.74,4,,2019
102,"Thursday, Jul 25",STL,@,PIT,W,6.0,3.0,9.0,55-47,1.0,Tied,Mikolas,Musgrove,None,2:45,D,1.69,5,,2019
103,"Friday, Jul 26",STL,Home,HOU,W,5.0,3.0,9.0,56-47,1.0,up 1.0,Miller,Pressly,Martínez,3:09,N,1.64,6,,2019
104,"Saturday, Jul 27",STL,Home,HOU,L,2.0,8.0,9.0,56-48,1.0,up 1.0,Cole,Ponce de Leon,None,3:07,N,1.66,-1,,2019
105,"Sunday, Jul 28",STL,Home,HOU,L,2.0,6.0,9.0,56-49,1.0,Tied,Miley,Hudson,None,3:24,D,1.67,-2,,2019
106,"Tuesday, Jul 30",STL,Home,CHC,W,2.0,1.0,9.0,57-49,1.0,up 1.0,Gallegos,Darvish,Martínez,3:05,N,2.27,1,,2019
107,"Wednesday, Jul 31",STL,Home,CHC,L,0.0,2.0,9.0,57-50,1.0,Tied,Hendricks,Mikolas,Kimbrel,3:14,N,2.35,-1,,2019
108,"Thursday, Aug 1",STL,Home,CHC,W,8.0,0.0,9.0,58-50,1.0,up 1.0,Flaherty,Lester,None,2:53,N,2.28,1,,2019
109,"Saturday, Aug 3",STL,@,OAK,L,3.0,8.0,9.0,58-51,2.0,0.5,Fiers,Hudson,None,3:37,N,1.74,-1,,2019
110,"Sunday, Aug 4",STL,@,OAK,L,2.0,4.0,9.0,58-52,2.0,1.5,Roark,Wainwright,Hendriks,3:14,D,1.75,-2,,2019
111,"Monday, Aug 5",STL,@,LAD,L,0.0,8.0,9.0,58-53,2.0,2.5,Gonsolin,Wacha,None,2:59,N,1.72,-3,,2019
112,"Tuesday, Aug 6",STL,@,LAD,L,1.0,3.0,9.0,58-54,2.0,2.5,Kershaw,Mikolas,Jansen,2:55,N,1.64,-4,,2019
113,"Wednesday, Aug 7",STL,@,LAD,L-wo,1.0,2.0,9.0,58-55,3.0,3.5,Sadler,Martínez,None,3:01,D,1.63,-5,,2019
114,"Friday, Aug 9",STL,Home,PIT,W,6.0,2.0,9.0,59-55,3.0,3.0,Martínez,Rodríguez,None,2:52,N,1.41,1,,2019
115,"Saturday, Aug 10",STL,Home,PIT,W,3.0,1.0,9.0,60-55,3.0,2.0,Wainwright,Musgrove,Martínez,2:40,N,1.56,2,,2019
116,"Sunday, Aug 11",STL,Home,PIT,W,11.0,9.0,9.0,61-55,2.0,2.0,Gant,Crick,Miller,3:40,D,1.65,3,,2019
117,"Tuesday, Aug 13",STL,@,KCR,W,2.0,0.0,9.0,62-55,2.0,1.0,Flaherty,Sparkman,Martínez,2:54,N,1.72,4,,2019
118,"Wednesday, Aug 14",STL,@,KCR,W,6.0,0.0,9.0,63-55,1.0,Tied,Hudson,Keller,None,2:38,N,1.86,5,,2019
119,"Thursday, Aug 15",STL,@,CIN,L,1.0,2.0,9.0,63-56,1.0,Tied,Gray,Wacha,Iglesias,3:01,N,1.92,-1,,2019
120,"Friday, Aug 16",STL,@,CIN,W,13.0,4.0,9.0,64-56,1.0,up 1.0,Wainwright,Castillo,None,3:03,N,1.91,1,,2019
121,"Saturday, Aug 17",STL,@,CIN,L,1.0,6.0,9.0,64-57,1.0,Tied,DeSclafani,Mikolas,None,2:59,N,1.92,-1,,2019
122,"Sunday, Aug 18",STL,@,CIN,W,5.0,4.0,9.0,65-57,1.0,Tied,Flaherty,Wood,Martínez,3:03,D,1.99,1,,2019
123,"Monday, Aug 19",STL,Home,MIL,W,3.0,0.0,9.0,66-57,1.0,up 0.5,Hudson,Davies,Miller,2:43,N,2.44,2,,2019
124,"Tuesday, Aug 20",STL,Home,MIL,W,9.0,4.0,9.0,67-57,1.0,up 0.5,Webb,Jeffress,None,3:42,N,2.41,3,,2019
125,"Wednesday, Aug 21",STL,Home,MIL,L,3.0,5.0,8.0,67-58,2.0,0.5,Houser,Wainwright,Guerra,2:54,N,2.26,-1,,2019
126,"Thursday, Aug 22",STL,Home,COL,W,6.0,5.0,9.0,68-58,2.0,0.5,Leone,Almonte,Martínez,2:52,N,1.96,1,,2019
127,"Friday, Aug 23",STL,Home,COL,W,8.0,3.0,9.0,69-58,1.0,up 0.5,Flaherty,Lambert,None,3:02,N,2.05,2,,2019
128,"Saturday, Aug 24",STL,Home,COL,W,6.0,0.0,9.0,70-58,1.0,up 1.5,Hudson,González,None,2:59,N,1.97,3,,2019
129,"Sunday, Aug 25",STL,Home,COL,W,11.0,4.0,9.0,71-58,1.0,up 2.5,Helsley,Senzatela,None,3:31,D,1.90,4,,2019
130,"Monday, Aug 26",STL,@,MIL,W,12.0,2.0,9.0,72-58,1.0,up 3.0,Gant,Gonzalez,None,3:34,N,2.15,5,,2019
131,"Tuesday, Aug 27",STL,@,MIL,W,6.0,3.0,9.0,73-58,1.0,up 3.0,Mikolas,Albers,Martínez,3:27,N,1.85,6,,2019
132,"Wednesday, Aug 28",STL,@,MIL,L,1.0,4.0,9.0,73-59,1.0,up 2.0,Lyles,Flaherty,Hader,2:50,D,1.56,-1,,2019
133,"Saturday, Aug 31 (1)",STL,Home,CIN,W,10.0,6.0,9.0,74-59,1.0,up 2.5,Hudson,Bauer,None,3:10,D,1.74,1,2019-06-05 (Rain),2019
134,"Saturday, Aug 31 (2)",STL,Home,CIN,W-wo,3.0,2.0,9.0,75-59,1.0,up 2.5,Gant,Iglesias,None,2:53,N,1.63,2,,2019
135,"Sunday, Sep 1 (1)",STL,Home,CIN,W-wo,4.0,3.0,9.0,76-59,1.0,up 3.0,Martínez,Lorenzen,None,2:58,D,1.42,3,2019-08-30 (Rain),2019
136,"Sunday, Sep 1 (2)",STL,Home,CIN,L,3.0,5.0,9.0,76-60,1.0,up 3.0,Castillo,Ponce de Leon,Iglesias,3:04,N,1.27,-1,,2019
137,"Monday, Sep 2",STL,Home,SFG,W,3.0,1.0,9.0,77-60,1.0,up 3.0,Wainwright,Beede,Martínez,2:43,D,1.39,1,,2019
138,"Tuesday, Sep 3",STL,Home,SFG,W,1.0,0.0,9.0,78-60,1.0,up 3.0,Flaherty,Rodríguez,Martínez,2:11,N,1.31,2,,2019
139,"Wednesday, Sep 4",STL,Home,SFG,L,8.0,9.0,9.0,78-61,1.0,up 2.5,Rogers,Gallegos,Smith,4:05,N,1.28,-1,,2019
140,"Thursday, Sep 5",STL,Home,SFG,W,10.0,0.0,9.0,79-61,1.0,up 2.5,Hudson,Webb,Cabrera,2:54,D,1.47,1,,2019
141,"Friday, Sep 6",STL,@,PIT,L,4.0,9.0,9.0,79-62,1.0,up 2.5,Wang,Miller,Vazquez,3:28,N,1.34,-1,,2019
142,"Saturday, Sep 7",STL,@,PIT,W,10.0,1.0,9.0,80-62,1.0,up 3.5,Wainwright,Brault,None,3:24,N,1.40,1,,2019
143,"Sunday, Sep 8",STL,@,PIT,W,2.0,0.0,9.0,81-62,1.0,up 4.5,Flaherty,Marvel,Martínez,2:50,D,1.14,2,,2019
144,"Tuesday, Sep 10",STL,@,COL,L,1.0,2.0,9.0,81-63,1.0,up 4.0,González,Wacha,Díaz,2:36,N,.98,-1,,2019
145,"Wednesday, Sep 11",STL,@,COL,L,1.0,2.0,9.0,81-64,1.0,up 4.0,Senzatela,Hudson,Díaz,3:01,N,1.12,-2,,2019
146,"Thursday, Sep 12",STL,@,COL,W,10.0,3.0,9.0,82-64,1.0,up 4.0,Mikolas,Melville,None,3:56,D,1.27,1,,2019
147,"Friday, Sep 13",STL,Home,MIL,W,10.0,0.0,9.0,83-64,1.0,up 4.0,Wainwright,Houser,None,3:12,N,1.78,2,,2019
148,"Saturday, Sep 14",STL,Home,MIL,L,2.0,5.0,9.0,83-65,1.0,up 3.0,Lyles,Flaherty,Hader,2:59,N,1.25,-1,,2019
149,"Sunday, Sep 15",STL,Home,MIL,L,6.0,7.0,9.0,83-66,1.0,up 2.0,Albers,Gant,Hader,3:26,D,1.83,-2,,2019
150,"Monday, Sep 16",STL,Home,WSN,W,4.0,2.0,9.0,84-66,1.0,up 2.0,Hudson,Doolittle,Martínez,3:04,N,2.02,1,,2019
151,"Tuesday, Sep 17",STL,Home,WSN,L,2.0,6.0,9.0,84-67,1.0,up 2.0,Corbin,Mikolas,Hudson,3:21,N,2.00,-1,,2019
152,"Wednesday, Sep 18",STL,Home,WSN,W,5.0,1.0,9.0,85-67,1.0,up 3.0,Wainwright,Scherzer,Martínez,2:55,D,2.54,1,,2019
153,"Thursday, Sep 19",STL,@,CHC,W,5.0,4.0,10.0,86-67,1.0,up 3.0,Miller,Kimbrel,Gallegos,3:40,N,2.34,2,,2019
154,"Friday, Sep 20",STL,@,CHC,W,2.0,1.0,9.0,87-67,1.0,up 3.0,Helsley,Phelps,Martínez,3:55,D,1.60,3,,2019
155,"Saturday, Sep 21",STL,@,CHC,W,9.0,8.0,9.0,88-67,1.0,up 3.0,Gant,Kimbrel,Martínez,4:24,D,1.02,4,,2019
156,"Sunday, Sep 22",STL,@,CHC,W,3.0,2.0,9.0,89-67,1.0,up 3.0,Webb,Darvish,Miller,3:03,D,.61,5,,2019
157,"Monday, Sep 23",STL,@,ARI,W,9.0,7.0,9.0,90-67,1.0,up 3.5,Wainwright,Young,Martínez,3:29,N,.45,6,,2019
158,"Tuesday, Sep 24",STL,@,ARI,L-wo,2.0,3.0,19.0,90-68,1.0,up 2.5,Ginkel,Brebbia,None,6:53,N,.19,-1,,2019
159,"Wednesday, Sep 25",STL,@,ARI,L,7.0,9.0,9.0,90-69,1.0,up 1.5,Kelly,Fernández,Bradley,3:52,D,.55,-2,,2019
160,"Friday, Sep 27",STL,Home,CHC,L,2.0,8.0,9.0,90-70,1.0,up 1.0,Wieck,Miller,None,4:04,N,2.13,-3,,2019
161,"Saturday, Sep 28",STL,Home,CHC,L,6.0,8.0,9.0,90-71,1.0,up 1.0,Cishek,Wainwright,Kintzler,3:46,N,2.46,-4,,2019
162,"Sunday, Sep 29",STL,Home,CHC,W,9.0,0.0,9.0,91-71,1.0,up 2.0,Flaherty,Holland,None,2:30,D,2.56,1,,2019
